journal|year|author|repec
American Economic Review|2014|Thierry Mayer|pma443
American Economic Review|2014|Mathias Thoenig|pth113
American Economic Review|2014|Marc J. Melitz|pme260
American Economic Review|2014|Stephen J. Redding|pre64
American Economic Review|2014|Katherine Baicker|none
American Economic Review|2014|Amy Finkelstein|pfi264
American Economic Review|2014|Jae Song|pso277
American Economic Review|2014|Sarah Taubman|none
American Economic Review|2014|Nicole Maestas|none
American Economic Review|2014|Kathleen J. Mullen|pmu207
American Economic Review|2014|Alexander Strand|none
American Economic Review|2014|Michelle Stegman Baily|none
American Economic Review|2014|Robert R. Weathers II|none
American Economic Review|2014|Raquel Fern?ndez|none
American Economic Review|2014|Joyce Wong|none
American Economic Review|2014|Jeremy Greenwood|pgr12
American Economic Review|2014|Nezih Guner|pgu40
American Economic Review|2014|Georgi Kocharkov|pko398
American Economic Review|2014|Cezar Santos|psa940
American Economic Review|2014|Maurizio Mazzocco|pma383
American Economic Review|2014|Shintaro Yamaguchi|pya143
American Economic Review|2014|Al?cia Adser?|pad25
American Economic Review|2014|Ana M. Ferrer|pfe123
American Economic Review|2014|Jeanne Lafortune|pla481
American Economic Review|2014|Soohyung Lee|ple235
American Economic Review|2014|Steven Bednar|pbe1102
American Economic Review|2014|Eva O. Arceo-Gomez|par290
American Economic Review|2014|Raymundo M. Campos-Vazquez|pca931
American Economic Review|2014|Paul Beaudry|pbe35
American Economic Review|2014|David A. Green|pgr285
American Economic Review|2014|Benjamin M. Sand|psa1145
American Economic Review|2014|Joseph G. Altonji|pal266
American Economic Review|2014|Lisa B. Kahn|pka453
American Economic Review|2014|Jamin D. Speer|psp170
American Economic Review|2014|Daron Acemoglu|pac16
American Economic Review|2014|David Autor|pdo78
American Economic Review|2014|David Autor|pdo78
American Economic Review|2014|David Autor|pdo78
American Economic Review|2014|David Dorn|pau9
American Economic Review|2014|David Dorn|pau9
American Economic Review|2014|David Dorn|pau9
American Economic Review|2014|Gordon H. Hanson|pha80
American Economic Review|2014|Brendan Price|none
American Economic Review|2014|Kalena E. Cortes|none
American Economic Review|2014|Joshua S. Goodman|pgo281
American Economic Review|2014|David J. Deming|pde497
American Economic Review|2014|Timothy M. Diette|pdi419
American Economic Review|2014|Eric Budish|none
American Economic Review|2014|Peter Cramton|pcr1
American Economic Review|2014|John Shim|none
American Economic Review|2014|Judd B. Kessler|none
American Economic Review|2014|Alvin E. Roth|pro40
American Economic Review|2014|Michael Kearns|none
American Economic Review|2014|Mallesh M. Pai|none
American Economic Review|2014|Aaron Roth|none
American Economic Review|2014|Jonathan Ullman|none
American Economic Review|2014|John William Hatfield|none
American Economic Review|2014|Fuhito Kojima|none
American Economic Review|2014|Scott Duke Kominers|pko394
American Economic Review|2014|Hal R. Varian|pva5
American Economic Review|2014|Christopher Harris|pha589
American Economic Review|2014|Lawrence M. Ausubel|none
American Economic Review|2014|Oleg V. Baranov|pba1181
American Economic Review|2014|Charles R. Plott|ppl81
American Economic Review|2014|Hsing-Yang Lee|none
American Economic Review|2014|Travis Maron|none
American Economic Review|2014|Matthew Gentzkow|pge43
American Economic Review|2014|Emir Kamenica|none
American Economic Review|2014|Matthew Elliott|none
American Economic Review|2014|Benjamin Golub|pgo789
American Economic Review|2014|Andrei Kirilenko|pki451
American Economic Review|2014|Eduardo Perez-Richet|ppe397
American Economic Review|2014|Timothy Bresnahan|pbr34
American Economic Review|2014|Shane Greenstein|pgr134
American Economic Review|2014|Matthew Gentzkow|pge43
American Economic Review|2014|Liran Einav|none
American Economic Review|2014|Jonathan Levin|ple318
American Economic Review|2014|Igor Popov|none
American Economic Review|2014|Neel Sundaresan|none
American Economic Review|2014|Michael Woodford|pwo3
American Economic Review|2014|Ian Krajbich|none
American Economic Review|2014|Ernst Fehr|pfe29
American Economic Review|2014|Camillo Padoa-Schioppa|ppa67
American Economic Review|2014|Aldo Rustichini|pru209
American Economic Review|2014|Abhijit V. Banerjee|pdu166
American Economic Review|2014|Abhijit V. Banerjee|pdu166
American Economic Review|2014|Esther Duflo|pdu166
American Economic Review|2014|Tyler Cowen|none
American Economic Review|2014|Alex Tabarrok|pta201
American Economic Review|2014|Daron Acemoglu|pac16
American Economic Review|2014|David Laibson|pla164
American Economic Review|2014|John A. List|pli176
American Economic Review|2014|Caroline M. Hoxby|pho46
American Economic Review|2014|Christian Gollier|pgo91
American Economic Review|2014|Maureen L. Cropper|pcr77
American Economic Review|2014|Mark C. Freeman|none
American Economic Review|2014|Ben Groom|pgr253
American Economic Review|2014|William A. Pizer|ppi108
American Economic Review|2014|Martin L. Weitzman|pwe175
American Economic Review|2014|Cass R. Sunstein|psu474
American Economic Review|2014|Charles E. McLure Jr.|pmc33
American Economic Review|2014|Dallas Burtraw|pbu91
American Economic Review|2014|Josh Linn|pli288
American Economic Review|2014|Karen Palmer|ppa255
American Economic Review|2014|Anthony Paul|none
American Economic Review|2014|Donald B. Marron|none
American Economic Review|2014|Eric J. Toder|pto287
American Economic Review|2014|Brian C. Murray|pmu673
American Economic Review|2014|Maureen L. Cropper|pcr77
American Economic Review|2014|Francisco C. de la Chesnaye|none
American Economic Review|2014|John M. Reilly|pra626
American Economic Review|2014|John M. Reilly|pra626
American Economic Review|2014|Catherine D. Wolfram|none
American Economic Review|2014|Lucas W. Davis|pda367
American Economic Review|2014|Hei Sing (Ron) Chan|pch771
American Economic Review|2014|Maureen L. Cropper|pcr77
American Economic Review|2014|Kabir Malik|pma1504
American Economic Review|2014|Peter L. Rousseau|pro64
American Economic Review|2014|Peter L. Rousseau|pro64
American Economic Review|2014|Peter L. Rousseau|pro64
American Economic Review|2014|Charles E. Scott|none
American Economic Review|2014|John J. Siegfried|psi31
American Economic Review|2014|William D. Nordhaus|pno115
American Economic Review|2014|William R. Johnson|pjo99
American Economic Review|2014|Eugene F. Fama|pfa110
American Economic Review|2014|Robert J. Shiller|psh69
American Economic Review|2014|Syngjoo Choi|pch373
American Economic Review|2014|Shachar Kariv|none
American Economic Review|2014|Wieland M?ller|pml15
American Economic Review|2014|Dan Silverman|psi181
American Economic Review|2014|Jesper Bagger|pba874
American Economic Review|2014|Fran?ois Fontaine|pfo23
American Economic Review|2014|Fabien Postel-Vinay|ppo9
American Economic Review|2014|Jean-Marc Robin|pro323
American Economic Review|2014|David Hummels|phu100
American Economic Review|2014|Rasmus J?rgensen|none
American Economic Review|2014|Jakob Munch|pmu97
American Economic Review|2014|Chong Xiang|pxi42
American Economic Review|2014|Nathan Nunn|pnu17
American Economic Review|2014|Nancy Qian|pqi25
American Economic Review|2014|Tasso Adamopoulos|pad48
American Economic Review|2014|Diego Restuccia|pre7
American Economic Review|2014|Ryan Kellogg|pke157
American Economic Review|2014|John Duffy|pdu3
American Economic Review|2014|Daniela Puzzello|ppu37
American Economic Review|2014|Melvin Stephens Jr.|pst400
American Economic Review|2014|Dou-Yan Yang|pst400
American Economic Review|2014|Coren L. Apicella|none
American Economic Review|2014|Eduardo M. Azevedo|paz52
American Economic Review|2014|Nicholas A. Christakis|none
American Economic Review|2014|James H. Fowler|none
American Economic Review|2014|Anna Piil Damm|pda75
American Economic Review|2014|Christian Dustmann|pdu62
American Economic Review|2014|Benjamin Crost|pcr205
American Economic Review|2014|Joseph Felter|none
American Economic Review|2014|Patrick Johnston|none
American Economic Review|2014|Yuval Heller|phe234
American Economic Review|2014|Veronica Guerrieri|pgu220
American Economic Review|2014|Robert Shimer|psh9
American Economic Review|2014|Alessandro Tarozzi|pta112
American Economic Review|2014|Aprajit Mahajan|pma977
American Economic Review|2014|Brian Blackburn|none
American Economic Review|2014|Dan Kopf|pma977
American Economic Review|2014|Lakshmi Krishnan|pma977
American Economic Review|2014|Joanne Yoong|pyo78
American Economic Review|2014|Mary Amiti|pam39
American Economic Review|2014|Oleg Itskhoki|pit14
American Economic Review|2014|Jozef Konings|pko61
American Economic Review|2014|L. Kamran Bilir|none
American Economic Review|2014|Alp E. Atakan|pat41
American Economic Review|2014|Mehmet Ekmekci|pek17
American Economic Review|2014|Gordon B. Dahl|pda455
American Economic Review|2014|Katrine V. L?ken|plk4
American Economic Review|2014|Magne Mogstad|pmo570
American Economic Review|2014|Jonathan Heathcote|phe1
American Economic Review|2014|Kjetil Storesletten|pst4
American Economic Review|2014|Giovanni L. Violante|pvi7
American Economic Review|2014|Roc Armenter|par124
American Economic Review|2014|Mikl?s Koren|pko6
American Economic Review|2014|Hitoshi Shigeoka|psh553
American Economic Review|2014|Antonio Acconcia|pac7
American Economic Review|2014|Giancarlo Corsetti|pco185
American Economic Review|2014|Saverio Simonelli|psi124
American Economic Review|2014|Nava Ashraf|none
American Economic Review|2014|Erica Field|none
American Economic Review|2014|Jean Lee|ple936
American Economic Review|2014|Oliver Falck|pfa153
American Economic Review|2014|Robert Gold|pgo648
American Economic Review|2014|Stephan Heblich|phe224
American Economic Review|2014|Marina Azzimonti|paz11
American Economic Review|2014|Eva de Francisco|pde409
American Economic Review|2014|Vincenzo Quadrini|pqu2
American Economic Review|2014|Christopher P. Chambers|pch496
American Economic Review|2014|Federico Echenique|pec5
American Economic Review|2014|Eran Shmaya|none
American Economic Review|2014|Kristoffer P. Nimark|pni93
American Economic Review|2014|Cosmin L. Ilut|pil25
American Economic Review|2014|Martin Schneider|psc69
American Economic Review|2014|Ilan Guttman|none
American Economic Review|2014|Ilan Kremer|none
American Economic Review|2014|Andrzej Skrzypacz|psk11
American Economic Review|2014|Dina Mayzlin|none
American Economic Review|2014|Yaniv Dover|none
American Economic Review|2014|Judith Chevalier|pch151
American Economic Review|2014|Filipe R. Campante|pca428
American Economic Review|2014|Quoc-Anh Do|pdo167
American Economic Review|2014|Ralf Martin|pma225
American Economic Review|2014|Mirabelle Mu?ls|none
American Economic Review|2014|Laure B. de Preux|pde635
American Economic Review|2014|Ulrich J. Wagner|pwa427
American Economic Review|2014|Maarten Goos|pgo182
American Economic Review|2014|Alan Manning|pma218
American Economic Review|2014|Anna Salomons|none
American Economic Review|2014|Elliot Anenberg|none
American Economic Review|2014|Edward Kung|none
American Economic Review|2014|Andrew F. Daughety|pda55
American Economic Review|2014|Jennifer F. Reinganum|pre44
American Economic Review|2014|Robert W. Fairlie|pfa338
American Economic Review|2014|Florian Hoffmann|none
American Economic Review|2014|Philip Oreopoulos|por38
American Economic Review|2014|Raj Chetty|pch161
American Economic Review|2014|John N. Friedman|pfr119
American Economic Review|2014|Jonah E. Rockoff|none
American Economic Review|2014|Raj Chetty|pch161
American Economic Review|2014|John N. Friedman|pfr119
American Economic Review|2014|Jonah E. Rockoff|none
American Economic Review|2014|Larry G. Epstein|pep2
American Economic Review|2014|Emmanuel Farhi|pfa207
American Economic Review|2014|Tomasz Strzalecki|pst237
American Economic Review|2014|Daniel J. Benjamin|pbe959
American Economic Review|2014|Ori Heffetz|phe566
American Economic Review|2014|Miles S. Kimball|pki97
American Economic Review|2014|Nichole Szembrot|none
American Economic Review|2014|Rodolfo E. Manuelli|pma1243
American Economic Review|2014|Ananth Seshadri|pse72
American Economic Review|2014|Michael L. Anderson|pan105
American Economic Review|2014|Ing-Haw Cheng|pch1278
American Economic Review|2014|Sahil Raina|pch1278
American Economic Review|2014|Wei Xiong|pxi88
American Economic Review|2014|Christopher Mayer|pma212
American Economic Review|2014|Edward Morrison|none
American Economic Review|2014|Tomasz Piskorski|ppi49
American Economic Review|2014|Arpit Gupta|pma212
American Economic Review|2014|Marco Battaglini|pba170
American Economic Review|2014|Salvatore Nunnari|pnu47
American Economic Review|2014|Thomas R. Palfrey|ppa1164
American Economic Review|2014|Natalia Fabra|pfa37
American Economic Review|2014|Mar Reguant|pre360
American Economic Review|2014|Jean-Marc Bourgeon|pbo17
American Economic Review|2014|Pierre Picard|ppi138
American Economic Review|2014|Pierre Picard|ppi138
American Economic Review|2014|Jidong Zhou|pzh220
American Economic Review|2014|T. Renee Bowen|pbo759
American Economic Review|2014|Ying Chen|none
American Economic Review|2014|Geoffroy de Clippel|pde279
American Economic Review|2014|Hunt Allcott|pal171
